ACCELEROMETER_X_~mean,ACCELEROMETER_X_~mad,ACCELEROMETER_X_~max,ACCELEROMETER_X_~min,ACCELEROMETER_X_~std,ACCELEROMETER_X_~energy,ACCELEROMETER_X_~iqr,ACCELEROMETER_X_~entropy,ACCELEROMETER_Y_~mean,ACCELEROMETER_Y_~mad,ACCELEROMETER_Y_~max,ACCELEROMETER_Y_~min,ACCELEROMETER_Y_~std,ACCELEROMETER_Y_~energy,ACCELEROMETER_Y_~iqr,ACCELEROMETER_Y_~entropy,ACCELEROMETER_Z_~mean,ACCELEROMETER_Z_~mad,ACCELEROMETER_Z_~max,ACCELEROMETER_Z_~min,ACCELEROMETER_Z_~std,ACCELEROMETER_Z_~energy,ACCELEROMETER_Z_~iqr,ACCELEROMETER_Z_~entropy,GRAVITY_X_~mean,GRAVITY_X_~mad,GRAVITY_X_~max,GRAVITY_X_~min,GRAVITY_X_~std,GRAVITY_X_~energy,GRAVITY_X_~iqr,GRAVITY_X_~entropy,GRAVITY_Y_~mean,GRAVITY_Y_~mad,GRAVITY_Y_~max,GRAVITY_Y_~min,GRAVITY_Y_~std,GRAVITY_Y_~energy,GRAVITY_Y_~iqr,GRAVITY_Y_~entropy,GRAVITY_Z_~mean,GRAVITY_Z_~mad,GRAVITY_Z_~max,GRAVITY_Z_~min,GRAVITY_Z_~std,GRAVITY_Z_~energy,GRAVITY_Z_~iqr,GRAVITY_Z_~entropy,LINEAR_ACCELERATION_X_~mean,LINEAR_ACCELERATION_X_~mad,LINEAR_ACCELERATION_X_~max,LINEAR_ACCELERATION_X_~min,LINEAR_ACCELERATION_X_~std,LINEAR_ACCELERATION_X_~energy,LINEAR_ACCELERATION_X_~iqr,LINEAR_ACCELERATION_X_~entropy,LINEAR_ACCELERATION_Y_~mean,LINEAR_ACCELERATION_Y_~mad,LINEAR_ACCELERATION_Y_~max,LINEAR_ACCELERATION_Y_~min,LINEAR_ACCELERATION_Y_~std,LINEAR_ACCELERATION_Y_~energy,LINEAR_ACCELERATION_Y_~iqr,LINEAR_ACCELERATION_Y_~entropy,LINEAR_ACCELERATION_Z_~mean,LINEAR_ACCELERATION_Z_~mad,LINEAR_ACCELERATION_Z_~max,LINEAR_ACCELERATION_Z_~min,LINEAR_ACCELERATION_Z_~std,LINEAR_ACCELERATION_Z_~energy,LINEAR_ACCELERATION_Z_~iqr,LINEAR_ACCELERATION_Z_~entropy,GYROSCOPE_X_~mean,GYROSCOPE_X_~mad,GYROSCOPE_X_~max,GYROSCOPE_X_~min,GYROSCOPE_X_~std,GYROSCOPE_X_~energy,GYROSCOPE_X_~iqr,GYROSCOPE_X_~entropy,GYROSCOPE_Y_~mean,GYROSCOPE_Y_~mad,GYROSCOPE_Y_~max,GYROSCOPE_Y_~min,GYROSCOPE_Y_~std,GYROSCOPE_Y_~energy,GYROSCOPE_Y_~iqr,GYROSCOPE_Y_~entropy,GYROSCOPE_Z_~mean,GYROSCOPE_Z_~mad,GYROSCOPE_Z_~max,GYROSCOPE_Z_~min,GYROSCOPE_Z_~std,GYROSCOPE_Z_~energy,GYROSCOPE_Z_~iqr,GYROSCOPE_Z_~entropy,ACCELEROMETER_XY_~correlation,ACCELEROMETER_YZ_~correlation,ACCELEROMETER_ZX_~correlation,ACCELEROMETER_XYZ_~sma,GRAVITY_XY_~correlation,GRAVITY_YZ_~correlation,GRAVITY_ZX_~correlation,GRAVITY_XYZ_~sma,LINEAR_ACCELERATION_XY_~correlation,LINEAR_ACCELERATION_YZ_~correlation,LINEAR_ACCELERATION_ZX_~correlation,LINEAR_ACCELERATION_XYZ_~sma,GYROSCOPE_XY_~correlation,GYROSCOPE_YZ_~correlation,GYROSCOPE_ZX_~correlation,GYROSCOPE_XYZ_~sma,Activity
-1.99388,0.08154312201780801,-1.8747,-2.2601,0.1607027753338442,3.9962177600000004,0.14610000000000012,2.3182653589504585,0.27532,0.09058699555069229,0.9876,-0.0204,0.42925550316798505,0.223209332,0.3759,-1.0,9.49446,0.09933434863987559,9.6067,9.3099,0.1191286405529749,90.156123998,0.12929999999999886,2.3218370041186973,-2.0559,0.1472224002976062,-1.8832,-2.2984,0.1676448627307142,4.24920865,0.19179999999999997,2.318133822254099,0.12706,0.1690166529096386,0.5729,-0.078,0.2672377462111219,0.073277054,0.2259,-1.0,9.58366,0.02965204437011404,9.624,9.5163,0.04327566290653486,91.84803722199999,0.042200000000001125,2.32191631583655,0.06202,0.06553101805794762,0.2239,-0.043,0.10132962054601803,0.012060633999999999,0.0738,-1.0,0.14830000000000002,0.1184599172585976,0.4147,-0.0054,0.16932966367414776,0.044930918,0.16670000000000001,-1.0,-0.0892,0.12305598413596497,0.0028,-0.2064,0.0825261473716058,0.013405091999999999,0.0871,-1.0,0.05676,0.08688049000442827,0.1513,-0.0087,0.06411495925289198,0.0065102799999999985,0.0721,-1.0,0.049280000000000004,0.02268381394313571,0.2968,-0.0349,0.13917441215970702,0.017924132000000002,0.0208,-1.0,0.0033000000000000004,0.019866869727975064,0.0485,-0.0303,0.028960317677815622,0.00068185,0.0152,-1.0,-0.8478271304559442,-0.9717534535137128,0.7308909801559544,11.77326,-0.8860178621295097,-0.9256234970888952,0.993441013887625,11.824139999999998,0.3132796865319515,-0.7896492749781646,-0.2436081552377175,0.32,0.21918676939658382,0.9189263525898619,0.3301020234097243,0.15058,Laying
-2.52134,1.0133586163485788,-1.2354,-3.6069,0.9102957832484999,7.020066126000001,0.9361000000000002,2.241593530182591,0.34286,0.24136764117271203,0.5866,0.164,0.17999496659629124,0.14347153,0.2693,2.160184005704574,9.48702,0.12246294324856438,9.7085,8.8897,0.3414593855790177,90.09682409,0.16400000000000148,2.3211693424285866,-2.29832,0.5663540474691401,-1.386,-2.8482,0.5959279922943711,5.56637896,0.6945999999999999,2.2802793573244853,0.61258,0.1528562887279275,0.9099,0.3814,0.19419540931752224,0.405423742,0.10939999999999994,2.264990904182913,9.4964,0.1546354113901347,9.7007,9.3397,0.1450413044618667,90.198442544,0.18440000000000012,2.3217936753038,-0.22302,0.6059395267032396,0.2041,-0.7587,0.40129990904559154,0.178571214,0.5117,-1.0,-0.26972,0.05174281742584553,-0.0362,-0.7328,0.26805922293403744,0.130233476,0.03770000000000001,1.8206580935070673,-0.009380000000000005,0.07131316671011946,0.3242,-0.45,0.2787774775694766,0.062261489999999996,0.0506,-1.0,-0.16863999999999998,0.14751892074130737,0.1379,-0.8896,0.411728105671692,0.16405547599999998,0.10629999999999999,-1.0,0.12186,0.2263933587658054,1.0109,-0.2578,0.5117353837678219,0.224348342,0.2254,-1.0,0.11008,0.2263933587658054,0.6563,-0.1256,0.3205781917099165,0.09433390800000001,0.21800000000000003,-1.0,-0.25040373980308606,0.48812523879276404,0.6468231113419868,12.35122,-0.866003680959899,-0.9036477939404115,0.99100247810078,12.4073,0.6107100863806849,0.9746178631226001,0.46720935476710845,0.8078799999999999,-0.9258565776536004,0.2030414022908424,0.16854293326415337,0.7476999999999999,Laying
-1.54306,0.1562662738304907,-1.0558,-1.828,0.29571975415923774,2.4509943020000002,0.18680000000000008,2.2992531514162216,0.27436,0.12424206591076942,0.492,0.1329,0.13626968848573773,0.09012895200000001,0.08860000000000001,2.1863649316956213,9.645760000000001,0.055004542306558685,9.7396,9.5732,0.07686620193557091,93.045412708,0.12809999999999988,2.321891478803539,-1.5753,0.005633888430320996,-1.2593,-1.7,0.17861941383847388,2.507094006,0.00529999999999986,2.3141085968733233,0.27876,0.04047504056520292,0.3733,0.2258,0.05845274159524086,0.08044051599999999,0.0519,2.297642098410648,9.6738,0.003854765768116116,9.7225,9.6545,0.027565920989511727,93.583014344,0.0037000000000002586,2.3219234146464323,0.03226,0.16175190203896117,0.2035,-0.1912,0.14983588688962335,0.019001342,0.12890000000000001,-1.0,-0.004380000000000001,0.09488654198435853,0.1187,-0.1056,0.09114804989685736,0.006665557999999999,0.12390000000000001,-1.0,-0.027999999999999997,0.05663540474691398,0.055,-0.0923,0.06156297588648554,0.003816,0.0828,-1.0,-0.012759999999999999,0.024462936605342434,0.0328,-0.1376,0.07070532511770242,0.004162212000000001,0.020800000000000003,-1.0,-0.00422,0.010822996195090893,0.1099,-0.1064,0.07679034444511887,0.004735214,0.012199999999999999,-1.0,-0.01612,0.03261724880712324,0.021,-0.0682,0.03363973840564163,0.00116516,0.024399999999999998,-1.0,-0.734231865612187,0.15886774499542017,0.3837147680290757,11.46318,-0.33799750775134824,-0.38936484597086707,0.9982831077186831,11.527859999999999,-0.6826511380133707,0.2214353165199893,-0.4203445667113336,0.23728,-0.8909386191514929,-0.948409440631562,0.9099802972465751,0.11498,Laying
-1.54834,0.06212103295538479,-1.4916,-1.6077,0.04553891742235421,2.39901579,0.05269999999999997,2.321429362955689,0.28828,0.06745840094200486,0.431,0.182,0.09321033740953844,0.090055892,0.07190000000000002,2.263046771749575,9.57536,0.051446296982143,9.6199,9.5205,0.04218812629164737,91.68894299999998,0.06460000000000043,2.321916889316246,-1.59076,0.008006051979930356,-1.5674,-1.6375,0.030091576894539795,2.5312417799999998,0.03330000000000011,2.321722521466827,0.3142,0.00756127131437856,0.3349,0.3025,0.014388710852609418,0.098887268,0.02080000000000004,2.3207269293156627,9.6716,0.0026686839933117647,9.6757,9.6642,0.004713809499757474,93.539864336,0.004799999999999471,2.3219279577885814,0.04244,0.006968230426976328,0.0812,0.0257,0.022882154618829056,0.0022200279999999998,0.015300000000000001,2.1733389733511737,-0.02596,0.09814826686507086,0.096,-0.1257,0.08593350918006316,0.006581576000000001,0.0926,-1.0,-0.09626,0.046108928995524226,-0.054,-0.1437,0.03821090158580402,0.010434045999999999,0.05990000000000001,2.2292226976829053,-0.00078,0.011860817748044816,0.0084,-0.0112,0.009225616510564484,6.8698e-05,0.017099999999999997,-1.0,-0.00556,0.011712557526194253,0.0103,-0.0202,0.013743289271495379,0.00018201600000000001,0.021400000000000002,-1.0,-0.0055,0.010822996195090893,0.0131,-0.0389,0.019831918717058115,0.000344894,0.007899999999999999,-1.0,0.2783676340393977,0.19514926119468393,0.9785271887072683,11.41198,0.6376002083600874,0.5744508847233241,0.9968383940938292,11.576559999999999,0.6689664190807514,0.10889141237642719,0.7941353923300807,0.20557999999999996,-0.44166227819625214,-0.644840442759805,0.610920286609238,0.0328,Laying
-1.68096,0.0425506836711107,-1.6101,-1.7729,0.08247556001628599,2.831068296,0.1532,2.320545642159581,0.26073999999999997,0.0674584009420049,0.3268,0.2035,0.04950508054735392,0.06994595,0.06339999999999998,2.3011078324584595,9.51838,0.037361575906341,9.5505,9.4786,0.02933610403581212,90.60024631,0.03950000000000031,2.3219226116047644,-1.70356,0.06152799206798229,-1.6307,-1.8027,0.08188542605372456,2.907480852,0.14619999999999989,2.320600472449522,0.27494,0.01097125641694148,0.2997,0.2425,0.029460278342201725,0.07628633000000001,0.053999999999999965,2.315208606608933,9.65332,0.010229955307688514,9.6655,9.6365,0.013757070909172461,93.186738428,0.024399999999999977,2.321926922707003,0.022600000000000002,0.013639940410251537,0.0334,0.0111,0.009013600834294803,0.000575756,0.011699999999999999,2.2265842005673973,-0.01422,0.021201211724630107,0.0271,-0.039,0.025865169630218933,0.0007374139999999999,0.022699999999999998,-1.0,-0.13492,0.027576401264204204,-0.1023,-0.1868,0.03230219806762382,0.019038152,0.022800000000000015,2.2902038931756237,-0.00322,0.006226929317723529,0.0078,-0.0099,0.007161494257485654,5.139799999999999e-05,0.007899999999999999,-1.0,0.01706,0.009933434863987534,0.0329,-0.0025,0.013284690436739577,0.00043223000000000003,0.011600000000000001,-1.0,-0.0015799999999999998,0.003706505546264005,0.0033,-0.0059,0.004278668017035208,1.7142e-05,0.0073,-1.0,0.9059086267964975,-0.3339228192472379,-0.03892066466960614,11.460080000000001,0.9882938879041392,0.987433259834542,0.9999559587307729,11.631820000000001,-0.032083958461213535,-0.7880868412589203,-0.3120630402064854,0.18258000000000002,-0.9363585595075068,0.8788320625219864,-0.8623717864988155,0.02838,Laying
-1.765,0.007116490648826764,-1.7406,-1.7753,0.014094325099131246,3.11538392,0.007199999999999873,2.3218911834335967,0.32106,0.03543419302228385,0.3615,0.2538,0.041864639016716707,0.10448164200000001,0.032399999999999984,2.3117294242920714,9.49924,0.01957034928427574,9.5277,9.4547,0.02827424623221587,90.236200124,0.02519999999999989,2.321922978945975,-1.78976,0.004447806655516645,-1.7805,-1.7949,0.005655793489865057,3.203266448,0.0042999999999999705,2.3219223268958755,0.31478,0.015122542628757202,0.346,0.2584,0.033384232805322926,0.099978054,0.013000000000000012,2.3151845184321065,9.636759999999999,0.0013343419966545657,9.6384,9.6352,0.001266096362841743,92.86714457999999,0.0015999999999998238,2.3219280849263138,0.02478,0.008006051979930253,0.04,0.0133,0.010035536856591181,0.000694618,0.008199999999999999,2.228909294901001,0.00628,0.006226929317723529,0.0307,-0.0079,0.016794106108989546,0.000265072,0.0215,-1.0,-0.13752,0.02194251283388292,-0.1074,-0.1821,0.02855682055131489,0.019564144,0.0242,2.297813644526834,0.00864,0.010822996195090893,0.023,-0.0044,0.010352439326071898,0.00016038799999999997,0.0098,-1.0,0.00334,0.0026686839933100833,0.0109,-0.0013,0.005448669562379426,3.4906e-05,0.008,-1.0,0.00452,0.0017791226622067232,0.0064,0.0027,0.0015594870951694342,2.2376e-05,0.0024000000000000002,2.2517936144529385,-0.1714716428131428,0.08607988939737041,0.5442823252611327,11.5853,0.25557382682780105,-0.5851637516251091,0.6342884818366027,11.741299999999999,-0.7400443555241625,-0.3912445163401178,0.6920664610066893,0.17506,-0.8562231987960977,-0.3861303817671502,0.7395090156853179,0.01906,Laying
-1.75086,0.04077156100890384,-1.7166,-1.7861,0.028819836918345013,3.066175206,0.04190000000000005,2.32177170317819,0.34668,0.0051891077647696114,0.3531,0.3328,0.00812939112111111,0.120239892,0.004699999999999982,2.3216081001190214,9.6048,0.14025416987062964,9.7372,9.4858,0.10676907323752538,92.261302748,0.16280000000000072,2.321856829067717,-1.77216,0.008747353089183075,-1.7463,-1.8069,0.03164574220965596,3.1413522279999997,0.057800000000000074,2.3217444551722064,0.33896,0.007709531536229104,0.3475,0.33,0.006823342289523503,0.11493112800000001,0.008000000000000007,2.3216940763925655,9.6392,0.0010378215529541362,9.6439,9.6325,0.006030754513326071,92.91420573600001,0.011000000000001009,2.3219278689809593,0.022699999999999998,0.015122542628757138,0.0516,0.0057,0.017879038005440898,0.000771018,0.014199999999999999,1.9812874111308934,0.00818,0.002223903327758402,0.0121,0.0056,0.0025897876360813834,7.2278e-05,0.0029,2.26599804488136,-0.0686,0.08302572423631373,-0.0077,-0.1469,0.05917258655830417,0.007507075999999999,0.0892,1.8295165196192702,0.00252,0.003558245324413445,0.0114,-0.0032,0.005521503418454072,3.074000000000001e-05,0.0037,-1.0,-0.00056,0.0017791226622067226,0.003,-0.0031,0.0022995651762887695,4.544e-06,0.0018,-1.0,0.00172,0.001779122662206722,0.0039,-0.0022,0.0024621129137389294,7.808e-06,0.0024000000000000002,-1.0,0.08509195214827042,-0.6589388002527657,0.31062044260080396,11.702340000000001,-0.7867513154978849,-0.8026750526007456,0.9996452529557047,11.75032,-0.16413654653792029,0.17826096161452992,-0.701380740787773,0.09948,-0.13889045331707606,0.18925113209756272,0.5132198100348282,0.00824,Laying
-1.70322,0.010674735973240475,-1.6903,-1.7178,0.01204852688090957,2.901074502,0.017900000000000027,2.321899234050743,0.36272,0.003558245324413382,0.3747,0.34,0.015906665269628313,0.13176821600000002,0.022799999999999987,2.320809066452638,9.58448,0.010674735973241792,9.6139,9.5493,0.023547335305719397,91.862700452,0.01440000000000019,2.3219246107069202,-1.72418,0.006375189539574045,-1.7164,-1.7406,0.009729953751174773,2.97287241,0.006800000000000139,2.321909751709986,0.34898,0.0008895613311033455,0.3503,0.3466,0.001564288975860915,0.12178899800000001,0.0019000000000000128,2.3219164887390247,9.64756,0.0010378215529541362,9.6489,9.6447,0.0016949926253524011,93.075416252,0.001200000000000756,2.3219280770733897,0.00774,0.030986386366767083,0.0347,-0.0108,0.01866823505315915,0.00033871000000000004,0.0215,-1.0,-0.00566,0.0037065055462640055,0.0013,-0.0097,0.004461277843846985,4.7958000000000004e-05,0.004900000000000001,-1.0,-0.0612,0.010081695085838093,-0.0296,-0.085,0.02038626988931521,0.0040779200000000005,0.012400000000000001,2.251259378480324,0.00019999999999999998,0.0019273828840572825,0.0023,-0.0026,0.0019710403344427026,3.148e-06,0.0025,-1.0,0.00346,0.0017791226622067221,0.0225,-0.0043,0.010803147689446811,0.000105338,0.0018,-1.0,0.0006,0.003558245324413445,0.0039,-0.0022,0.002652357441974969,5.988e-06,0.0043,-1.0,0.11329395535799872,-0.1490937700636682,0.4594979988242318,11.65042,0.8663010532964857,0.8604698851670778,0.9999272472274994,11.72072,-0.6494570490423164,-0.030511667745699078,-0.7039467190906261,0.08312,-0.7281585371016531,0.6737324131980774,-0.33043838704518635,0.009420000000000001,Laying
-1.68456,0.031875947697870555,-1.6137,-1.7274,0.04668375520456771,2.839485892,0.05259999999999998,2.3214822603760115,0.36944,0.0300968250356637,0.3974,0.34,0.023504531477993758,0.136927884,0.031100000000000017,2.3195828574826405,9.62088,0.01423298129765221,9.6391,9.5924,0.017928245870692174,92.56158911200001,0.014399999999998414,2.321926090096407,-1.69816,0.002372163549609031,-1.6744,-1.708,0.01349751829041169,2.883893132,0.0022999999999999687,2.3218915175394548,0.36119999999999997,0.008747353089183075,0.3722,0.3518,0.007666485505105968,0.13051246,0.006300000000000028,2.3216685062550826,9.65176,0.0007413011092510733,9.6555,9.6504,0.002117309613637137,93.156474684,0.0005999999999986017,2.321928067118998,0.0251,0.015567323294308821,0.0607,0.0019,0.022777510838544228,0.0010450619999999998,0.020899999999999995,1.829519960655324,0.0135,0.012750379079148177,0.0252,0.0013,0.009284395510748129,0.00025121,0.009600000000000001,1.9887691573287796,-0.04932,0.023721635496089633,-0.0152,-0.0791,0.027559880260988073,0.0030401,0.0388,2.118477398618053,-0.00016,0.0053373679866201675,0.0066,-0.0069,0.00516555902105474,2.1371999999999998e-05,0.0055,-1.0,-0.0042,0.00815431220178081,0.0073,-0.019,0.011815032797246059,0.000129316,0.0183,-1.0,0.00134,0.0028169442151606437,0.0039,-0.0004,0.001817415747703315,4.437999999999999e-06,0.0025,-1.0,0.811634831061076,-0.6197486632942477,-0.6187605567892426,11.674879999999998,0.8673055313970539,0.8265914630629234,0.9969758572834111,11.71112,0.5465174172079027,0.3807691401514801,-0.4632968508285121,0.08792000000000001,0.10756784566414179,-0.09663376100123477,0.9661834914590791,0.01482,Laying
-1.70588,0.046108928995524406,-1.6676,-1.743,0.03431657034145465,2.9109686760000004,0.061100000000000154,2.321694530013952,0.29042,0.08347050490186542,0.3771,0.1987,0.0800007937460623,0.089463878,0.12330000000000002,2.2781472647681706,9.618,0.019570349284273106,9.6822,9.5828,0.03858853456662978,92.50711526,0.025100000000000122,2.3219188168806952,-1.70288,0.03513767257858285,-1.6709,-1.7354,0.025070839634922477,2.900303132,0.025900000000000034,2.321803053670623,0.29488000000000003,0.07398185070342958,0.3711,0.2171,0.06619204634999586,0.090459324,0.09439999999999998,2.2928596805589874,9.65296,0.0016308624403576285,9.6567,9.6453,0.004820580877861036,93.17965535200001,0.005000000000000782,2.321927950951358,-0.0029600000000000004,0.014529501741354898,0.0179,-0.0233,0.0154999354837367,0.00020095999999999997,0.0147,-1.0,-0.00448,0.01630862440356162,0.0154,-0.0184,0.0149175064940492,0.00019809599999999998,0.024,-1.0,-0.03498,0.018680787953170575,0.031,-0.0625,0.03842657934294959,0.0024048819999999997,0.024599999999999997,-1.0,-0.0019999999999999996,0.005485628208470728,0.0078,-0.0215,0.01140942592771433,0.00010813999999999999,0.004900000000000001,-1.0,0.008,0.0028169442151606446,0.0128,0.0012,0.00501348182404205,8.4108e-05,0.0067,2.041453528357896,-0.00098,0.0035582453244134443,0.0021,-0.004,0.0024314604664686613,5.69e-06,0.003,-1.0,0.07693528311750221,-0.5611301816455158,-0.4592682262213271,11.6143,0.01100066769263508,-0.42235258526232605,0.9013701501264918,11.650719999999998,-0.011746368997650886,-0.35972201519518904,-0.755819877770179,0.0719,-0.5741600494495873,0.1353559298728259,0.6077522347082622,0.016819999999999998,Laying
